text,Sentiment
Perfect!,3
"I've said it many times before, but I'll say it again: DevExpress support is second to none, literally!",4
"The tools are brilliant, but the reason we have stuck with DevExpress is for the support.",4
WOW!,4
This is fantastic!,4
"With LITERALLY 1 Line of code I was able to not only get the filtering working, but this solution is FAR BETTER than the original design that was using the dropdown box to filter by category.",4
"And all it took was to add <FilteringSettings ShowSearchUI=""true"" /> to my ASPxListBox and all the magic happened!!!",4
I have only been using the DevExpress controls for a few weeks now but it is scenarios like this that make me realize we definitely chose the right toolset!!!,4
"John,   THANK YOU .  ",4
DE (and especially you) ist the best company I know regarding support!,4
"First, thanks again for your effort and the example project.",3
I have to say I am disappointed in the implementation I have seen so far for this excellent new feature.,1
However I have to say that these issues are very obvious and should have been picked up in development never mind testing.,1
" What you describe as ""Not Expected"" is to me just plain wrong and makes this new feature unusable.",1
"The problem is, your tutorials are of course not going to match exactly what I am trying to accomplish.",1
"While I appreciate the support option, it is infuriatingly slow, and seems created to slow down resolution. ",1
" In 98% of the cases, the documentation isn't actually answering the question and has already been consulted.",1
"Dmitry had asked for my feedback regarding obstacles to learning your components, and I was providing said feedback, so I am disappointed that you are the one who decided to respond.",1
Oh my god!,4
" What a development, It is what I was waiting for",3
Send my really thanks to the developer Team.,3
"First of all, thank you for the opportunity to show my case to you.",3
"It is great, good job!",3
I don't know what to say. but thank you!,3
Devexpress support is always the best.,4
"I recommended your product to some of my colleagues and they have bought it.
although it is not a big volume, but I will help you as good as I can.",3
That's exactly what I was looking for!,3
"Thanks Sergi, works great.",3
"Thanks Sergi,  I would have been lost without your help",4
Thanks so much for all the detailed explanations!,3
Thank you so much for the offer!,3
I'm supposed to evaluate your asp.net MVC extension before maybe buying 5 licences and I must say that I'm a little bit disappointed :-),1
"So I know my acknowledge is not enough it would be nice to have the two lines of code from support, but I think devexpress rather types ten lines to tell I can find it in the helpfiles",1
"About the support, you (the devextreme support) copy/paste all the time the same links but without real answer, it's the equivalent of ""read the documentation"" but no answer about the problematic.",1
Also I agree about you regurgitating answers without being specific in your responses,1
"I think you have a few problems here … and you know, when your customers tell you this … perhaps you should listen.",1
DX's advise above is NOT correct under all conditions.,1
The first two options relating to EnableHierarchyRecreation or disabling the ViewState WILL NOT WORK if you are manipulating the Theme of the popup (as we do).,1
But let's call a spade a spade… this is a DX bug.,1
And forcing me to do things this way is just a gateway to introducing other bugs.,1
Your solution works a treat,3
Honetsly am not happy.,1
You have not resolved my issue yet.,1
"This is not the answer I was looking for, hope I will get better answer in future, not impressed",1
"As I asked before and Alisher replied with a reference that did not
answer my question.",1
"I find that your support team is lacking understanding of the
questions or quick to route to website page that is usually not
relevant instead of actually yielding support.",1
"No one reads, doesn't understand simple
questions and rarely replies back with an answer that works.",1
"Random support staff have no idea
of what is going on.",1
"I end up telling the same thing over and over
and getting no where with you people.",1
"What a great execution, I am truely impressed with the DevExpress team;",4
"I have to be honest here, I am really disappointed in the support I have received thus far.  ",1
" I lamented even reaching out to support because I had a hunch that the support conversation would go just as it has, with questions about my situation that were not relevant to my issue and responses that were unhelpful.",1
I even created a completely separate web solution that did not use web parts or SharePoint to see if there were any configuration elements created by the product that were not mentioned in the guides -  TRULY unbelievable!,1
